ds,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2020-03-03,Dadra and Nagar Haveli,-0.09931127050787404,0.12036254661110805
2020-03-03,Maharashtra,-0.012164666736016063,0.09102129586552538
2020-03-03,Meghalaya,-0.1955467991565782,0.17963136637276364
2020-03-03,Kerala,-0.030523547628511376,0.10518347034322344
2020-03-03,Odisha,0.037536375564950084,0.10068188931333512
2020-03-03,Gujarat,-0.04729077760082842,0.09219536076196927
2020-03-03,Himachal Pradesh,0.005979330505919777,0.11419811562927105
2020-03-03,Nagaland,0.00709551874700005,0.12610479074117362
2020-03-03,Arunachal Pradesh,-0.047614652418691734,0.12265018684263515
2020-03-03,Daman and Diu,-0.08037430265850448,0.10755762054527006
2020-03-03,Chandigarh,-0.04574166790033727,0.10467014687803228
2020-03-03,Andhra Pradesh,-0.0022364842038400294,0.09224041396680938
2020-03-03,Karnataka,-0.02808958326314168,0.0937762760145959
2020-03-04,Goa,-0.011793536039966532,0.09786155202500142
2020-03-04,Uttar Pradesh,-0.01465963357063854,0.11352488938747025
2020-03-04,Andaman and Nicobar,-0.034984314953659335,0.15059668817715166
2020-03-04,Mizoram,0.03795342027879044,0.12108677421433565
2020-03-04,NCT of Delhi,-0.010735549207114595,0.13803865319602154
2020-03-04,West Bengal,-0.0006617181445908262,0.12975205724047614
2020-03-04,Manipur,0.0038566278009998594,0.13357171585292946
2020-03-04,Punjab,0.0017719532015053024,0.1105741978990344
2020-03-04,Chhattisgarh,-0.026394952008737076,0.099957517762119
2020-03-04,Uttarakhand,-0.002568475610276827,0.10880288465858498
2020-03-04,Jammu and Kashmir,-0.014910754910426722,0.13637498279575258
2020-03-04,Madhya Pradesh,-0.01909577284821089,0.09464733823337193
2020-03-04,Rajasthan,-0.0035387536852902212,0.09996578321672876
2020-03-04,Tripura,-0.0003828036656147491,0.10867663557648737
2020-03-04,Bihar,0.012218613002547224,0.11420402693443345
2020-03-04,Jharkhand,0.016764609567896018,0.10669008070785063
2020-03-04,Tamil Nadu,-0.04410132183373234,0.09234277901803717
2020-03-04,Sikkim,0.019631425585923745,0.15404310509102626
2020-03-04,Lakshadweep,-0.06304256623756484,0.08514193084829152
2020-03-04,Telangana,-0.04258160723571988,0.0963564508436336
2020-03-04,Haryana,-0.013121701377700476,0.09898944825411934
2020-03-04,Assam,0.012111080767703328,0.10572505021156876
2020-03-04,Puducherry,-0.05719131425204016,0.07585631798585799
2020-03-04,Maharashtra,-0.0021857003438963654,0.09159944145337144
2020-03-04,Dadra and Nagar Haveli,-0.04466434840891512,0.1200863031761778
2020-03-04,Meghalaya,-0.16052913380431585,0.15855107489939965
2020-03-04,Kerala,-0.016916575840969426,0.10515741479411916
2020-03-04,Gujarat,-0.031749804244265406,0.09213199063437988
2020-03-04,Odisha,0.010289172477026579,0.0993604517162984
2020-03-04,Himachal Pradesh,0.0016583652998994336,0.11757134104594498
2020-03-04,Nagaland,0.06455698751003179,0.1308953717103653
2020-03-04,Arunachal Pradesh,-0.007781124442961772,0.12739609205076993
2020-03-04,Daman and Diu,-0.02970537835832128,0.10323664647069904
2020-03-04,Chandigarh,-0.00035841030164621515,0.1030385953620232
2020-03-04,Andhra Pradesh,-0.023607230202361763,0.08991828683274243
2020-03-04,Karnataka,-0.022653715254556284,0.0923388587936182
2020-03-05,Goa,-0.03026770976766809,0.09847455093715483
2020-03-05,Andaman and Nicobar,-0.0313097841869714,0.1394161132126387
2020-03-05,Mizoram,0.06878900085146689,0.11820922673291155
2020-03-05,Uttar Pradesh,-0.030716069470869214,0.1155127485554865
2020-03-05,NCT of Delhi,-0.02719223819643717,0.14011863003465747
2020-03-05,Manipur,0.026209309432385548,0.13109742432781618
2020-03-05,West Bengal,0.017057788411253445,0.12833656742378374
2020-03-05,Punjab,-0.014405903404366953,0.11491610523306335
2020-03-05,Uttarakhand,-0.019607629685965012,0.11252653833734368
2020-03-05,Chhattisgarh,-0.037746231104094974,0.0995393108526528
2020-03-05,Jammu and Kashmir,0.017265065554912928,0.14074069183996776
2020-03-05,Madhya Pradesh,-0.02746356970637265,0.09385624388655367
2020-03-05,Rajasthan,-0.01732617971797485,0.10084270764587312
2020-03-05,Tripura,-0.0072971307673488145,0.11026805200923637
2020-03-05,Bihar,0.01096336017694906,0.11352371296630545
2020-03-05,Jharkhand,0.030520929223135613,0.10338888494330499
2020-03-05,Sikkim,0.06274935692226738,0.15071497116313107
2020-03-05,Tamil Nadu,0.04446613318508194,0.08900841499309305
2020-03-05,Lakshadweep,-0.0033844105226042928,0.08209973625237021
2020-03-05,Haryana,-0.02555670679966165,0.10229858429701227
2020-03-05,Telangana,-0.04020837032915763,0.09806177956678604
2020-03-05,Assam,0.017021707266706036,0.1055886763758362
2020-03-05,Maharashtra,-0.014481708912421915,0.09138403786745172
2020-03-05,Puducherry,0.012369275992888082,0.07403591489889834
2020-03-05,Dadra and Nagar Haveli,-0.010233402424910238,0.1102243520784994
2020-03-05,Meghalaya,-0.07231585394288242,0.1367380769068427
2020-03-05,Kerala,-0.029659740498777974,0.10493303134495373
2020-03-05,Gujarat,-0.03076564491822657,0.09155783208972372
2020-03-05,Himachal Pradesh,-0.0406064874580571,0.12795635988900145
2020-03-05,Odisha,-0.03510024013377635,0.11467144622498344
2020-03-05,Nagaland,0.04925195207011248,0.12668791850300445
2020-03-05,Arunachal Pradesh,0.02594156164012245,0.12328474262589867
2020-03-05,Daman and Diu,-0.00960281577584689,0.10739694832100746
2020-03-05,Andhra Pradesh,-0.013405517409452346,0.08869023411302103
2020-03-05,Chandigarh,-0.027501999573549426,0.10672621163155327
2020-03-05,Karnataka,-0.019474416356754315,0.0925597919260715
2020-03-06,Goa,-0.03869009821732279,0.1003032956329584
2020-03-06,Andaman and Nicobar,-0.02377727639403127,0.13856845102294174
2020-03-06,Uttar Pradesh,-0.0194804735896197,0.1272497544523911
2020-03-06,Mizoram,0.03775977126813924,0.12998577881323342
2020-03-06,NCT of Delhi,-0.06405594385146048,0.16371659776271916
2020-03-06,West Bengal,0.01933795673824508,0.1257459809539813
2020-03-06,Manipur,0.017710023505379712,0.12183597812474305
2020-03-06,Punjab,-0.10844310468181988,0.14142337292901655
2020-03-06,Chhattisgarh,-0.02134502748138261,0.0976108993784777
2020-03-06,Uttarakhand,-0.1179375792094676,0.14331433936930496
2020-03-06,Jammu and Kashmir,-0.033414145169479145,0.1588194563845351
2020-03-06,Madhya Pradesh,-0.01003125656218708,0.09287414738776348
2020-03-06,Rajasthan,-0.037359128652258385,0.10645550751305882
2020-03-06,Tripura,0.012774115434355623,0.10459040255014193
2020-03-06,Bihar,0.017312778809002637,0.1158763755522476
2020-03-06,Tamil Nadu,-8.463398649862174e-05,0.08949124543229693
2020-03-06,Jharkhand,0.0610312375434276,0.10290029922676364
2020-03-06,Sikkim,0.054142396894666524,0.1462309386088719
2020-03-06,Lakshadweep,-0.09654237211590724,0.0881166991674038
2020-03-06,Telangana,-0.05224127024871268,0.09880414409469457
2020-03-06,Haryana,-0.08515724308197856,0.1226007568952416
2020-03-06,Assam,0.011833280781101184,0.10429607731620913
2020-03-06,Maharashtra,-0.0037969573167102905,0.09028215754552472
2020-03-06,Puducherry,-0.026835333354720284,0.0746965103145399
2020-03-06,Meghalaya,-0.03277760132768464,0.13230957988715322
2020-03-06,Dadra and Nagar Haveli,-0.03222532723131516,0.10729783790873014
2020-03-06,Kerala,-0.007870717648766968,0.1011951025930745
2020-03-06,Gujarat,-0.03898223038003409,0.0924595504573556
2020-03-06,Odisha,0.00526248819256344,0.10338628154010476
2020-03-06,Nagaland,0.018222085899034016,0.12795124591113244
2020-03-06,Himachal Pradesh,-0.0509686127406829,0.13497472665649038
2020-03-06,Daman and Diu,-0.05865214392876637,0.10434110508484272
2020-03-06,Arunachal Pradesh,0.0155600966024482,0.11816191324353413
2020-03-06,Chandigarh,-0.09389039063739242,0.1303694616561488
2020-03-06,Andhra Pradesh,-0.014593325349058037,0.09087839607642448
2020-03-06,Karnataka,-0.022464016135853433,0.09317071231454976
2020-03-07,Goa,-0.015862641180871245,0.10075268749468064
2020-03-07,Andaman and Nicobar,-0.023993043825176048,0.1439784625023144
2020-03-07,Uttar Pradesh,0.05809575650044797,0.11631028598028788
2020-03-07,Mizoram,-0.008657036706745209,0.13508839474390902
2020-03-07,NCT of Delhi,0.03591028370371425,0.15006781169063882
2020-03-07,Manipur,0.06989994515545787,0.123806112357428
2020-03-07,West Bengal,0.0606345205335744,0.13032378432996014
2020-03-07,Punjab,-0.07433810276692193,0.13800448540562302
2020-03-07,Chhattisgarh,0.030565856168265494,0.09506484383821467
2020-03-07,Uttarakhand,-0.029160589918156832,0.12984371842032474
2020-03-07,Jammu and Kashmir,0.03860280686027109,0.14168726847437832
2020-03-07,Madhya Pradesh,0.029150349298833863,0.09109273530628
2020-03-07,Rajasthan,0.023808329902475025,0.09787683779254523
2020-03-07,Tripura,0.02472651087294543,0.11223832267813824
2020-03-07,Bihar,0.06145103115765205,0.11529480185011945
2020-03-07,Jharkhand,0.05140030080926253,0.1042285927756983
2020-03-07,Sikkim,0.08372351825979754,0.1664776997435439
2020-03-07,Tamil Nadu,-0.028128911040794933,0.09475189323981677
2020-03-07,Lakshadweep,-0.04050643124921369,0.1080498326350588
2020-03-07,Telangana,-0.012479685879873187,0.09787319773334913
2020-03-07,Haryana,0.010466338247828022,0.10810112576107266
2020-03-07,Assam,0.03288655901573296,0.10699149841325424
2020-03-07,Puducherry,-0.028176684415890375,0.07756383199004095
2020-03-07,Maharashtra,0.015795370891016368,0.09399597414829544
2020-03-07,Dadra and Nagar Haveli,0.008832098307904736,0.10796960899674654
2020-03-07,Meghalaya,-0.053588343402594565,0.14389374527987872
2020-03-07,Kerala,-0.018809567936924048,0.10189637165904536
2020-03-07,Gujarat,-0.0008923858448810939,0.08933060800699058
2020-03-07,Himachal Pradesh,-0.05890430339404577,0.1519737575026902
2020-03-07,Odisha,0.006976473168352625,0.10394648347798154
2020-03-07,Nagaland,0.033883406674115414,0.1279337773300502
2020-03-07,Arunachal Pradesh,0.011933333199721593,0.12559688142969944
2020-03-07,Daman and Diu,-0.01303625536276876,0.09518112862986078
2020-03-07,Chandigarh,-0.0981804299917786,0.14416074809498847
2020-03-07,Andhra Pradesh,0.002135350403611955,0.08969762323360625
2020-03-07,Karnataka,0.0005160106945373621,0.0963211714461784
2020-03-08,Goa,-0.034531767965807536,0.11493195362366833
2020-03-08,Andaman and Nicobar,-0.10305340504491424,0.19020316776926952
2020-03-08,Uttar Pradesh,0.03514171797309585,0.1229515982713958
2020-03-08,Mizoram,-0.034003518297536665,0.17628738443101197
2020-03-08,NCT of Delhi,-0.05021420347834156,0.17256181234387938
2020-03-08,West Bengal,0.04549396498124614,0.13836095046944275
2020-03-08,Manipur,0.057067265664956776,0.13413378851314542
2020-03-08,Punjab,-0.053542702762507145,0.13539646234854094
2020-03-08,Uttarakhand,0.04196848792108816,0.11944692215895462
2020-03-08,Chhattisgarh,0.005523282519811092,0.10531174946836523
2020-03-08,Jammu and Kashmir,-0.048787496233187184,0.17369654077201666
2020-03-08,Madhya Pradesh,0.0010640735736982068,0.10336030102406583
2020-03-08,Rajasthan,-0.010769157637657928,0.10496860869651904
2020-03-08,Tripura,-0.002896615932940118,0.12257799044588755
2020-03-08,Bihar,0.16252471779386765,0.1154063045173844
2020-03-08,Jharkhand,0.08361977649978228,0.10779845880000066
2020-03-08,Sikkim,0.06236588995645145,0.16274443348052592
2020-03-08,Tamil Nadu,-0.01813042235233796,0.10847668609327772
2020-03-08,Lakshadweep,0.010988456991150666,0.07838181454281111
2020-03-08,Telangana,-0.055240667280829714,0.1166988929855627
2020-03-08,Haryana,-0.03800220135471498,0.1221107542722218
2020-03-08,Assam,-0.02300358537712958,0.1211176206127234
2020-03-08,Maharashtra,-0.03669435269770556,0.11010978931322574
2020-03-08,Puducherry,-0.017454205321399418,0.08415335201896244
2020-03-08,Dadra and Nagar Haveli,-0.06316944406893213,0.10991161746273057
2020-03-08,Meghalaya,-0.1135830846999754,0.1764882623025873
2020-03-08,Kerala,-0.06876106408337739,0.12419826031505435
2020-03-08,Gujarat,-0.059527555627037126,0.09958013204360736
2020-03-08,Odisha,0.036852018932761486,0.10913171615062876
2020-03-08,Himachal Pradesh,-0.028008857665736363,0.14511064549093308
2020-03-08,Nagaland,-0.05149771920875085,0.1741524845931028
2020-03-08,Arunachal Pradesh,-0.08359390405360531,0.15171603931828434
2020-03-08,Daman and Diu,-0.003183561632161625,0.09700006520768624
2020-03-08,Andhra Pradesh,0.016545692705531096,0.10151750973984118
2020-03-08,Chandigarh,-0.07917492736374122,0.14570048243968697
2020-03-08,Karnataka,-0.07559110859052051,0.11721996238194354
2020-03-09,Goa,-0.003336166064861052,0.09299212940777213
2020-03-09,Andaman and Nicobar,-0.03853847094158907,0.14574161802745925
2020-03-09,Uttar Pradesh,-0.0960932512353966,0.12445613664098397
2020-03-09,Mizoram,0.04815510588386263,0.11275204800573135
2020-03-09,NCT of Delhi,-0.11776137975368316,0.1515150652576069
2020-03-09,Manipur,0.013982521660251641,0.11927077952761288
2020-03-09,West Bengal,-0.2597049022790016,0.1752476014519238
2020-03-09,Punjab,-0.004653718813459874,0.10888122146907707
2020-03-09,Chhattisgarh,-0.005960369981362314,0.09344334911606383
2020-03-09,Uttarakhand,-0.05097207817201682,0.11876193199094595
2020-03-09,Jammu and Kashmir,-0.056348709464763,0.14275843266390598
2020-03-09,Rajasthan,-0.11637995351398026,0.10347183810792207
2020-03-09,Madhya Pradesh,-0.022329154300652118,0.09129375346943112
2020-03-09,Tripura,-0.08859043723961067,0.12261293308097268
2020-03-09,Bihar,-0.0711810401216826,0.1225288992896455
2020-03-09,Jharkhand,-0.0301183099120904,0.10909841656969507
2020-03-09,Tamil Nadu,0.01248725053763102,0.08775119934918414
2020-03-09,Sikkim,0.005657842088597897,0.1585363160772092
2020-03-09,Telangana,-0.15453942489093,0.11740105887723075
2020-03-09,Lakshadweep,-0.05632128649936431,0.08816620598168981
2020-03-09,Haryana,-0.08868013661495637,0.10588640607054826
2020-03-09,Assam,-0.12456318229160895,0.1226688565272404
2020-03-09,Maharashtra,-0.0340855641666401,0.09005186858081039
2020-03-09,Puducherry,0.017286839992204622,0.07104189943631488
2020-03-09,Dadra and Nagar Haveli,-0.06482676835597409,0.10044231148192688
2020-03-09,Meghalaya,-0.022572487803903384,0.12064972102133245
2020-03-09,Kerala,-0.06231127017207401,0.10727636866928517
2020-03-09,Odisha,-0.005247140587999471,0.10206913669982703
2020-03-09,Gujarat,-0.02786829804135262,0.08561786053958548
2020-03-09,Himachal Pradesh,0.004976293985592024,0.11249080059603817
2020-03-09,Nagaland,0.015024654715634429,0.11913862783294014
2020-03-09,Arunachal Pradesh,-0.03681683438042376,0.12000118721188655
2020-03-09,Daman and Diu,0.01026567204796314,0.08456568247788744
2020-03-09,Andhra Pradesh,0.008056196502133964,0.08586170924252377
2020-03-09,Chandigarh,-0.05551038284486755,0.10411914975333668
2020-03-09,Karnataka,-0.038985626400370295,0.09236362462161378
2020-03-10,Goa,-0.06788928559124413,0.12137557667345555
2020-03-10,Andaman and Nicobar,-0.2241899705727578,0.20964484023788574
2020-03-10,Uttar Pradesh,-0.3839286187501865,0.2044062921036134
2020-03-10,Mizoram,-0.00402944033863595,0.13396286121224887
2020-03-10,NCT of Delhi,-0.48318610940673606,0.26882214546344346
2020-03-10,Manipur,-0.1284040778732982,0.15625158382265705
2020-03-10,West Bengal,-0.19235418802633586,0.16410875546175516
2020-03-10,Punjab,-0.15063226292747695,0.14732487600590854
2020-03-10,Chhattisgarh,-0.3473827401610277,0.1817016768721793
2020-03-10,Uttarakhand,-0.2690834298567059,0.17964453852931347
2020-03-10,Jammu and Kashmir,0.022018470959108104,0.13342971714162624
2020-03-10,Madhya Pradesh,-0.2240996475376856,0.14308344705810544
2020-03-10,Tripura,-0.05693099002378545,0.11759087480557592
2020-03-10,Rajasthan,-0.2776212205262899,0.1476380236720344
2020-03-10,Jharkhand,-0.3272804293298091,0.17518622888231974
2020-03-10,Bihar,-0.4088494076624735,0.21577083950671214
2020-03-10,Sikkim,-0.042514203501886255,0.18189881205705127
2020-03-10,Tamil Nadu,-0.022515840978074284,0.09283040876772992
2020-03-10,Lakshadweep,-0.0282630837724964,0.1031890672320515
2020-03-10,Telangana,-0.07848584614788749,0.10456226370009014
2020-03-10,Haryana,-0.3957238319830745,0.18808370422036247
2020-03-10,Assam,-0.1818484738204864,0.13912916203081466
2020-03-10,Maharashtra,-0.23704328788494644,0.1426387528962309
2020-03-10,Puducherry,-0.012681709199158786,0.07673405617288039
2020-03-10,Dadra and Nagar Haveli,-0.1406754169947162,0.12020587065640195
2020-03-10,Meghalaya,-0.12971176011934027,0.16303920750349085
2020-03-10,Kerala,-0.04232715823427409,0.11052474322994883
2020-03-10,Gujarat,-0.14545086119589076,0.11883269653054823
2020-03-10,Odisha,-0.16604739805430405,0.1362404457350674
2020-03-10,Himachal Pradesh,-0.0510362673925725,0.15094349179812444
2020-03-10,Nagaland,-0.033867573116348616,0.1407274839695561
2020-03-10,Arunachal Pradesh,-0.1460745240875178,0.15619406707364933
2020-03-10,Daman and Diu,0.006938176776762829,0.12075890336427615
2020-03-10,Andhra Pradesh,0.005946784542153065,0.09242942368869196
2020-03-10,Chandigarh,-0.269055547665476,0.18268748466954068
2020-03-10,Karnataka,-0.07111231749350376,0.10352245674245496
2020-03-11,Goa,0.025973731956610787,0.09582006536900732
2020-03-11,Andaman and Nicobar,-0.007832458526253291,0.1454377347400524
2020-03-11,Uttar Pradesh,-0.15244381088102146,0.13642960508339194
2020-03-11,Mizoram,0.027132487700761584,0.12339877329188995
2020-03-11,West Bengal,-0.006714730719680572,0.12371812149379025
2020-03-11,NCT of Delhi,-0.14741001219996894,0.1549148536633839
2020-03-11,Punjab,-0.03469118469382919,0.12307870969737353
2020-03-11,Manipur,-0.07258773724244677,0.15077260447594507
2020-03-11,Chhattisgarh,-0.18083140066335307,0.12678044230080704
2020-03-11,Uttarakhand,-0.006211009770725521,0.11922948208370343
2020-03-11,Jammu and Kashmir,0.07987573158462294,0.12716678307199136
2020-03-11,Madhya Pradesh,-0.11332332810362625,0.1088944686741079
2020-03-11,Rajasthan,-0.044885452743656525,0.09980144035903106
2020-03-11,Tripura,0.015581283382130703,0.1041660279778748
2020-03-11,Bihar,-0.2639004790145216,0.16829297014109496
2020-03-11,Jharkhand,-0.16657009599099654,0.13652277042067218
2020-03-11,Tamil Nadu,-0.05546263962953741,0.0918591050764734
2020-03-11,Sikkim,0.06722603523943194,0.1411333221167346
2020-03-11,Lakshadweep,-0.003360891965685231,0.08131935702621787
2020-03-11,Telangana,-0.024847057388476458,0.09273411050971336
2020-03-11,Haryana,-0.08580538551218134,0.11024776622015783
2020-03-11,Assam,0.01150254915441582,0.10232410517185428
2020-03-11,Maharashtra,-0.04409985968534148,0.09297673112502756
2020-03-11,Puducherry,-0.05420394394072688,0.07535469359312566
2020-03-11,Dadra and Nagar Haveli,0.023562130652039628,0.10707290708081743
2020-03-11,Meghalaya,0.008297377500371317,0.12220116434247855
2020-03-11,Kerala,-0.08467541432651933,0.12158879078983614
2020-03-11,Gujarat,-0.01601979882992315,0.08513746837422034
2020-03-11,Odisha,0.036132023073694924,0.09266579176662064
2020-03-11,Himachal Pradesh,0.06977691190885926,0.11637736179129995
2020-03-11,Nagaland,0.05544791269182666,0.1261859748599237
2020-03-11,Arunachal Pradesh,-0.009632707784793778,0.12807287504979709
2020-03-11,Daman and Diu,0.10488464070145888,0.0998897165149542
2020-03-11,Chandigarh,-0.05892343993479001,0.11747285617874055
2020-03-11,Andhra Pradesh,-0.004970611352646348,0.08611738687211035
2020-03-11,Karnataka,-0.04304099056279595,0.09566587321271916
2020-03-12,Goa,-0.01991437379139661,0.09948109650531713
2020-03-12,Andaman and Nicobar,-0.05981920396962285,0.1515307463310531
2020-03-12,Uttar Pradesh,-0.035191204034184964,0.11398045336258225
2020-03-12,Mizoram,0.016046855487663287,0.12624426849621914
2020-03-12,NCT of Delhi,-0.057947277428182974,0.14194182828094798
2020-03-12,West Bengal,0.00341268130169194,0.1273103196348334
2020-03-12,Manipur,-0.0513924007410833,0.14914449272030708
2020-03-12,Punjab,-0.030827037147581945,0.11845486880604356
2020-03-12,Chhattisgarh,-0.06813891959203924,0.10272009509945657
2020-03-12,Uttarakhand,-0.007574297377822386,0.11597278275424755
2020-03-12,Jammu and Kashmir,-0.0072657420511050425,0.1509520632272242
2020-03-12,Rajasthan,-0.005569145072103329,0.09596005922637844
2020-03-12,Madhya Pradesh,-0.03693019108167856,0.09461175939762773
2020-03-12,Tripura,0.008794437616367204,0.10490548910969152
2020-03-12,Bihar,-0.04425980854957776,0.12597361152792955
2020-03-12,Jharkhand,-0.017858100182853536,0.11074329129832312
2020-03-12,Sikkim,0.09010934767344947,0.14139723314244368
2020-03-12,Tamil Nadu,0.009852285189881444,0.0912496277375127
2020-03-12,Lakshadweep,0.055668777960490766,0.07379468499154697
2020-03-12,Telangana,-0.017636251392991797,0.0945634109301764
2020-03-12,Haryana,-0.031810035549133,0.1004047975176592
2020-03-12,Assam,0.024254918388175232,0.1023671258092048
2020-03-12,Maharashtra,-0.02613800585220078,0.09317223817229206
