Difference,"Baseline: People Moving","Crisis: People Moving","Percent Change","Standard (Z) Score","Starting Region Name","Ending Region Name","Starting Location","Ending Location",Length(km),Geometry
-2,13,11,-14.285714285714,-0.49236596391733,Hatkanangle,Hatkanangle,1103094,1103094,2.3412382702354,"LINESTRING (74.36645506556825 16.62566483638047, 74.3664550846991 16.60460960781876)"
-3.4,34.4,31,-9.6045197740113,-0.49436571786696,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.36645507640254 16.393930789777983, 74.38842773265294 16.39393078977543)"
1.8,16.2,18,10.46511627907,0.69540066835763,Hatkanangle,Hatkanangle,1103094,1103094,3.3088249798346,"LINESTRING (74.36645508511477 16.730906300920786, 74.38842773218961 16.751947631982567)"
2.2,11.8,14,17.1875,0.74586985398289,Chikodi,Chikodi,1103786,1103786,2.3436634469733,"LINESTRING (74.36645508721395 16.415008983812235, 74.38842773129022 16.41500898113066)"
12.6,39.4,52,31.188118811881,1.8930787565048,Chikodi,Chikodi,1103786,1103786,3.3146213422496,"LINESTRING (74.36645508721395 16.415008983812235, 74.38842773265294 16.39393078977543)"
1.6,15.4,17,9.7560975609756,0.51110125199995,Hatkanangle,Hatkanangle,1103094,1103094,2.3396932414424,"LINESTRING (74.38842772916385 16.730906298176787, 74.38842773218961 16.751947631982567)"
2,12,14,15.384615384615,1.6329931618555,Chikodi,Chikodi,1103786,1103786,2.3436634469733,"LINESTRING (74.38842773129022 16.41500898113066, 74.36645508721395 16.415008983812235)"
-7.6,32.6,25,-22.619047619048,-1.4819573943374,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773129022 16.41500898113066, 74.38842773265294 16.39393078977543)"
-0.4,18.4,18,-2.0618556701031,-0.051298917604258,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.38842773265294 16.39393078977543, 74.36645507640254 16.393930789777983)"
-0.8,18.8,18,-4.040404040404,-0.20190178605003,Chikodi,Chikodi,1103786,1103786,3.3146213422496,"LINESTRING (74.38842773265294 16.39393078977543, 74.36645508721395 16.415008983812235)"
4.8,17.2,22,26.373626373626,1.7297999283755,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773265294 16.39393078977543, 74.38842773129022 16.41500898113066)"
3.4,21.6,25,15.044247787611,0.81743996261839,Hatkanangle,Hatkanangle,1103094,1103094,2.3411103943116,"LINESTRING (74.38842773398454 16.62566483910707, 74.41040039024301 16.62566483910707)"
9,12,21,69.230769230769,2.0924574973887,Walwa,Walwa,1103105,1103105,3.305150054655,"LINESTRING (74.38842773444688 16.962232627231522, 74.41040038429882 16.941214665158228)"
2,14,16,13.333333333333,0.78446454055274,Walwa,Walwa,1103105,1103105,2.3361766418253,"LINESTRING (74.38842773536584 17.025272390720737, 74.36645509133395 17.02527239351139)"
-6.4,22.4,16,-27.350427350427,-1.6924348331134,Chikodi,Chikodi,1103786,1103786,2.3440452781794,"LINESTRING (74.38842773575045 16.372850317224415, 74.38842773265294 16.39393078977543)"
1.8,11.2,13,14.754098360656,0.75393703492505,Hatkanangle,Hatkanangle,1103094,1103094,3.3110109688201,"LINESTRING (74.38842774093071 16.60460960781876, 74.41040039024301 16.62566483910707)"
-0.6,15.6,15,-3.6144578313253,-0.16770509831248,Bhudargad,Bhudargad,1103100,1103100,2.3449310711967,"LINESTRING (74.12475586279929 16.30959523460176, 74.14672851905097 16.30959523460176)"
4.4,12.6,17,32.352941176471,1.1248819836428,Walwa,Walwa,1103105,1103105,2.3370944199263,"LINESTRING (74.41040038429882 16.941214665158228, 74.41040039069352 16.96223262723729)"
-0.2,15.2,15,-1.2345679012346,-0.083770781658339,Palus,Palus,1103106,1103106,2.3353910084258,"LINESTRING (74.41040038537625 17.08829092090766, 74.43237305385979 17.088290923712343)"
2,13,15,14.285714285714,1,Hatkanangle,Hatkanangle,1103094,1103094,2.3395652484121,"LINESTRING (74.41040038844578 16.751947631981288, 74.43237305688484 16.75194763472697)"
5.2,18.8,24,26.262626262626,1.8739499224068,Hatkanangle,Hatkanangle,1103094,1103094,2.3411103943116,"LINESTRING (74.41040039024301 16.62566483910707, 74.38842773398454 16.62566483910707)"
3.4,29.6,33,11.111111111111,0.61263747463298,Walwa,Walwa,1103105,1103105,2.3370944199263,"LINESTRING (74.41040039069352 16.96223262723729, 74.41040038429882 16.941214665158228)"
-6.4,21.4,15,-28.571428571429,-1.6636007837121,Hatkanangle,Hatkanangle,1103094,1103094,2.3412385734193,"LINESTRING (74.41040039719302 16.60460960781876, 74.41040039024301 16.62566483910707)"
-1.6,11.6,10,-12.698412698413,-0.39630192369446,Hatkanangle,Hatkanangle,1103094,1103094,3.309920746317,"LINESTRING (74.43237303804743 16.667768369848392, 74.45434569638181 16.688816664929178)"
-1.4,12.4,11,-10.44776119403,-0.77067463558845,Hatkanangle,Hatkanangle,1103094,1103094,2.3396935463227,"LINESTRING (74.43237304165504 16.73090629817935, 74.43237305688484 16.75194763472697)"
6.6,10.4,17,57.894736842105,2.2908934438521,Hatkanangle,Hatkanangle,1103094,1103094,5.232579035806,"LINESTRING (74.43237304165504 16.73090629817935, 74.45434569638181 16.688816664929178)"
8.2,15.8,24,48.809523809524,4,Hatkanangle,Hatkanangle,1103094,1103094,3.3091913267501,"LINESTRING (74.43237304165504 16.73090629817935, 74.45434570104558 16.709862642679674)"
-3.8,13.8,10,-25.675675675676,-0.84548890303097,Hatkanangle,Hatkanangle,1103094,1103094,2.3402093210289,"LINESTRING (74.43237304480623 16.709862642677113, 74.43237305232763 16.6888166676634)"
4,61,65,6.4516129032258,0.39509183865984,Hatkanangle,Hatkanangle,1103094,1103094,3.3095557825853,"LINESTRING (74.43237304480623 16.709862642677113, 74.45434569638181 16.688816664929178)"
19.8,56.2,76,34.615384615385,3.3138365386727,Hatkanangle,Hatkanangle,1103094,1103094,2.3400805798476,"LINESTRING (74.43237304480623 16.709862642677113, 74.45434570104558 16.709862642679674)"
1.6,10.4,12,14.035087719298,0.3595732599804,Palus,Palus,1103106,1103106,2.3355214205483,"LINESTRING (74.43237304551545 17.067287107934344, 74.43237305385979 17.088290923712343)"
0.2,10.8,11,1.6949152542373,0.055048188256318,Hatkanangle,Hatkanangle,1103094,1103094,2.3402093210289,"LINESTRING (74.43237305232763 16.6888166676634, 74.43237304480623 16.709862642677113)"
-9.2,93.2,84,-9.7664543524416,-1.152704825375,Hatkanangle,Hatkanangle,1103094,1103094,2.3403371663916,"LINESTRING (74.43237305232763 16.6888166676634, 74.45434569638181 16.688816664929178)"
1,19,20,5,0.37796447300923,Hatkanangle,Hatkanangle,1103094,1103094,3.3095553525804,"LINESTRING (74.43237305232763 16.6888166676634, 74.45434570104558 16.709862642679674)"
-1,13,12,-7.1428571428571,-0.20628424925176,Hatkanangle,Hatkanangle,1103094,1103094,4.6806769245134,"LINESTRING (74.43237305232763 16.6888166676634, 74.47631836483579 16.68881666766596)"
0.2,11.8,12,1.5625,0.046249729006288,Walwa,Walwa,1103105,1103105,2.337226230796,"LINESTRING (74.43237305276195 16.94121466794215, 74.41040038429882 16.941214665158228)"
-0.6,17.6,17,-3.2258064516129,-0.28934569330225,Palus,Palus,1103106,1103106,2.3353910084258,"LINESTRING (74.43237305385979 17.088290923712343, 74.41040038537625 17.08829092090766)"
-5,19,14,-25,-0.81649658092773,Palus,Palus,1103106,1103106,2.33538970719,"LINESTRING (74.43237305385979 17.088290923712343, 74.45434571010072 17.088290923714908)"
-3.8,14.8,11,-24.050632911392,-2.91446695762,Hatkanangle,Hatkanangle,1103094,1103094,2.3395652484121,"LINESTRING (74.43237305688484 16.75194763472697, 74.41040038844578 16.751947631981288)"
5,13,18,35.714285714286,2.1320071635561,Hatkanangle,Hatkanangle,1103094,1103094,3.3088261128724,"LINESTRING (74.43237305688484 16.75194763472697, 74.41040039762757 16.730906300920786)"
1.6,11.4,13,12.903225806452,0.6135719910779,Hatkanangle,Karvir,1103094,1103096,23.51881321098,"LINESTRING (74.45434569638181 16.688816664929178, 74.23461913854958 16.709862642679674)"
1.6,10.4,12,14.035087719298,0.5553681076005,Hatkanangle,Hatkanangle,1103094,1103094,6.6187463954091,"LINESTRING (74.45434569638181 16.688816664929178, 74.41040039762757 16.730906300920786)"
-3.6,17.6,14,-19.354838709677,-1.4948186373673,Hatkanangle,Hatkanangle,1103094,1103094,3.3095557825854,"LINESTRING (74.45434569638181 16.688816664929178, 74.43237304480623 16.709862642677113)"
14.2,30.8,45,44.654088050314,3.7036477697968,Hatkanangle,Hatkanangle,1103094,1103094,2.3403371663916,"LINESTRING (74.45434569638181 16.688816664929178, 74.43237305232763 16.6888166676634)"
12.6,127.4,140,9.8130841121495,2.6986235023322,Hatkanangle,Hatkanangle,1103094,1103094,2.3402096253458,"LINESTRING (74.45434569638181 16.688816664929178, 74.45434570104558 16.709862642679674)"
-0.8,31.8,31,-2.4390243902439,-0.22903933372555,Hatkanangle,Hatkanangle,1103094,1103094,2.3404669975616,"LINESTRING (74.45434569638181 16.688816664929178, 74.45434570650006 16.66776837257837)"
1.4,11.6,13,11.111111111111,0.67513995103858,Hatkanangle,Hatkanangle,1103094,1103094,4.6801613323263,"LINESTRING (74.45434569638181 16.688816664929178, 74.45434571012245 16.730906300918225)"
-6.8,30.8,24,-21.383647798742,-2.2418936095457,Hatkanangle,Hatkanangle,1103094,1103094,3.309556486594,"LINESTRING (74.45434569638181 16.688816664929178, 74.47631835730543 16.709862642677113)"
20.2,11.8,32,157.8125,3.7381777114979,Hatkanangle,Hatkanangle,1103094,1103094,3.3099211365742,"LINESTRING (74.45434569638181 16.688816664929178, 74.47631836274958 16.667768372580287)"
13,131,144,9.8484848484848,1.2202404616062,Hatkanangle,Hatkanangle,1103094,1103094,2.3403397652516,"LINESTRING (74.45434569638181 16.688816664929178, 74.47631836483579 16.68881666766596)"
1.2,12.8,14,8.695652173913,0.44721359549996,Hatkanangle,Hatkanangle,1103094,1103094,5.2322898712964,"LINESTRING (74.45434570104558 16.709862642679674, 74.41040039762757 16.730906300920786)"
