Difference,"Baseline: People Moving","Crisis: People Moving","Percent Change","Standard (Z) Score","Starting Region Name","Ending Region Name","Starting Location","Ending Location",Length(km),Geometry
-7,17,10,-38.888888888889,-4,Karvir,Karvir,1103096,1103096,7.4003915102002,"LINESTRING (74.30053710730607 16.709862642677113, 74.2346191460665 16.68881666766596)"
3.6,35.4,39,9.8901098901099,0.58945151039752,Karvir,Karvir,1103096,1103096,4.6801611555835,"LINESTRING (74.30053710730607 16.709862642677113, 74.25659179479918 16.709862642677113)"
-3.4,50.4,47,-6.6147859922179,-0.69693205243717,Karvir,Karvir,1103096,1103096,2.340080580666,"LINESTRING (74.30053710730607 16.709862642677113, 74.27856445105903 16.709862642679674)"
-12.6,32.6,20,-37.5,-3.221252953159,Karvir,Hatkanangle,1103096,1103094,2.339951403,"LINESTRING (74.30053710730607 16.709862642677113, 74.30053710418659 16.73090629818191)"
4.8,11.2,16,39.344262295082,1.2311740225022,Karvir,Karvir,1103096,1103096,2.3402093210289,"LINESTRING (74.30053710730607 16.709862642677113, 74.30053711482363 16.6888166676634)"
-15.8,28.8,13,-53.020134228188,-3.8663293954359,Karvir,Karvir,1103096,1103096,2.340080580937,"LINESTRING (74.30053710730607 16.709862642677113, 74.32250976355566 16.709862642677113)"
-0.4,16.4,16,-2.2988505747126,-0.18257418583505,Karvir,Karvir,1103096,1103096,2.3403384663502,"LINESTRING (74.30053711482363 16.6888166676634, 74.27856445856443 16.68881666766596)"
5.6,10.4,16,49.122807017544,1.2133838920488,Shirala,Shirala,1103104,1103104,2.3366994183121,"LINESTRING (74.12475586767317 16.983248238352008, 74.14672849958725 16.983248232772944)"
-1.2,28.2,27,-4.1095890410959,-0.23904572186688,Kagal,Kagal,1103099,1103099,2.3416235713011,"LINESTRING (74.3225097622968 16.583552065207467, 74.30053710606016 16.583552065207467)"
2.6,27.4,30,9.1549295774648,0.47628314854075,Kagal,Kagal,1103099,1103099,2.3417514392543,"LINESTRING (74.3225097622968 16.583552065207467, 74.32250977028166 16.562492221613134)"
0,11,11,0,0,Karvir,Karvir,1103096,1103096,2.340080580937,"LINESTRING (74.32250976355566 16.709862642677113, 74.30053710730607 16.709862642677113)"
-2.2,44.2,42,-4.8672566371681,-0.34484622503214,Hatkanangle,Hatkanangle,1103094,1103094,2.3385272490397,"LINESTRING (74.3225097640471 16.83608968220265, 74.30053710778988 16.836089682205852)"
2.6,14.4,17,16.883116883117,0.47628314854075,Kagal,Kagal,1103099,1103099,2.3417514392543,"LINESTRING (74.32250977028166 16.562492221613134, 74.3225097622968 16.583552065207467)"
-0.6,12.6,12,-4.4117647058824,-0.11699663639505,Hatkanangle,Hatkanangle,1103094,1103094,2.3413697234289,"LINESTRING (74.344482404084 16.60460960237917, 74.3664550846991 16.60460960781876)"
-5.8,15.8,10,-34.52380952381,-3.9103592022868,Karvir,Kagal,1103096,1103099,5.2354569350848,"LINESTRING (74.3444824336581 16.625664841833036, 74.3225097622968 16.583552065207467)"
6.8,15.2,22,41.975308641975,1.9081260131055,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.36645507640254 16.393930789777983, 74.38842773265294 16.39393078977543)"
-1.4,20.4,19,-6.5420560747663,-0.45907808504877,Hatkanangle,Hatkanangle,1103094,1103094,2.3413697234289,"LINESTRING (74.3664550846991 16.60460960781876, 74.344482404084 16.60460960237917)"
4.4,10.6,15,37.931034482759,2.1218684175498,Chikodi,Chikodi,1103786,1103786,2.3436634469733,"LINESTRING (74.36645508721395 16.415008983812235, 74.38842773129022 16.41500898113066)"
-1.6,18.6,17,-8.1632653061225,-0.49854156227981,Walwa,Walwa,1103105,1103105,2.3361766418253,"LINESTRING (74.36645509133395 17.02527239351139, 74.38842773536584 17.025272390720737)"
-2.2,12.2,10,-16.666666666667,-0.67255962456732,Chikodi,Chikodi,1103786,1103786,2.3436634469733,"LINESTRING (74.38842773129022 16.41500898113066, 74.36645508721395 16.415008983812235)"
-1.8,18.8,17,-9.0909090909091,-0.46169025843832,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773129022 16.41500898113066, 74.38842773265294 16.39393078977543)"
2.4,11.6,14,19.047619047619,0.55351872481733,Hatkanangle,Hatkanangle,1103094,1103094,3.3088249798346,"LINESTRING (74.38842773218961 16.751947631982567, 74.36645508511477 16.730906300920786)"
4,14,18,26.666666666667,2.5298221281347,Hatkanangle,Hatkanangle,1103094,1103094,2.3396932414424,"LINESTRING (74.38842773218961 16.751947631982567, 74.38842772916385 16.730906298176787)"
-8.8,46.8,38,-18.410041841004,-0.98571987082488,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.38842773265294 16.39393078977543, 74.36645507640254 16.393930789777983)"
10.6,58.4,69,17.845117845118,2.4447077012765,Chikodi,Chikodi,1103786,1103786,3.3146213422496,"LINESTRING (74.38842773265294 16.39393078977543, 74.36645508721395 16.415008983812235)"
10.8,36.2,47,29.032258064516,1.3977728156682,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773265294 16.39393078977543, 74.38842773129022 16.41500898113066)"
9,27,36,32.142857142857,1.3198240351922,Chikodi,Chikodi,1103786,1103786,2.3440452781794,"LINESTRING (74.38842773265294 16.39393078977543, 74.38842773575045 16.372850317224415)"
3.6,12.4,16,26.865671641791,1.9817347772274,Hatkanangle,Hatkanangle,1103094,1103094,2.3412385734193,"LINESTRING (74.38842773398454 16.62566483910707, 74.38842774093071 16.60460960781876)"
4,17,21,22.222222222222,0.74926864926536,Hatkanangle,Hatkanangle,1103094,1103094,2.3411103943116,"LINESTRING (74.38842773398454 16.62566483910707, 74.41040039024301 16.62566483910707)"
5,14,19,33.333333333333,1.5075567228888,Walwa,Walwa,1103105,1103105,3.3051500546553,"LINESTRING (74.41040038429882 16.941214665158228, 74.38842773444688 16.962232627231522)"
-4.8,28.8,24,-16.107382550336,-0.79233384096057,Walwa,Walwa,1103105,1103105,2.3370944199263,"LINESTRING (74.41040038429882 16.941214665158228, 74.41040039069352 16.96223262723729)"
-1.8,13.8,12,-12.162162162162,-0.75393703492505,Walwa,Walwa,1103105,1103105,2.337226230796,"LINESTRING (74.41040038429882 16.941214665158228, 74.43237305276195 16.94121466794215)"
2.6,13.4,16,18.055555555556,2.2803508501983,Palus,Palus,1103106,1103106,2.3353910084258,"LINESTRING (74.41040038537625 17.08829092090766, 74.43237305385979 17.088290923712343)"
1,10,11,9.0909090909091,0.20628424925176,Hatkanangle,Hatkanangle,1103094,1103094,2.3396929361813,"LINESTRING (74.41040038844578 16.751947631981288, 74.41040039762757 16.730906300920786)"
-1.2,12.2,11,-9.0909090909091,-0.40683810217249,Hatkanangle,Hatkanangle,1103094,1103094,2.3395652484121,"LINESTRING (74.41040038844578 16.751947631981288, 74.43237305688484 16.75194763472697)"
7.2,18.8,26,36.363636363636,1.7360741598135,Hatkanangle,Hatkanangle,1103094,1103094,2.3411103943116,"LINESTRING (74.41040039024301 16.62566483910707, 74.38842773398454 16.62566483910707)"
2,11,13,16.666666666667,0.52522573143889,Hatkanangle,Hatkanangle,1103094,1103094,3.3110109688201,"LINESTRING (74.41040039024301 16.62566483910707, 74.38842774093071 16.60460960781876)"
