Difference,"Baseline: People Moving","Crisis: People Moving","Percent Change","Standard (Z) Score","Starting Region Name","Ending Region Name","Starting Location","Ending Location",Length(km),Geometry
-2.2,27.2,25,-7.8014184397163,-0.54659439449995,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.36645507640254 16.393930789777983, 74.38842773265294 16.39393078977543)"
5.6,10.4,16,49.122807017544,1.4088328951946,Hatkanangle,Hatkanangle,1103094,1103094,2.3413697234289,"LINESTRING (74.3664550846991 16.60460960781876, 74.344482404084 16.60460960237917)"
9.8,38.2,48,25,1.3373310645326,Chikodi,Chikodi,1103786,1103786,3.3146213422496,"LINESTRING (74.36645508721395 16.415008983812235, 74.38842773265294 16.39393078977543)"
5.8,28.2,34,19.86301369863,2.5434682559904,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773129022 16.41500898113066, 74.38842773265294 16.39393078977543)"
2.2,17.8,20,11.702127659574,0.67255962456732,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.38842773265294 16.39393078977543, 74.36645507640254 16.393930789777983)"
2.6,17.4,20,14.130434782609,0.96230317325689,Chikodi,Chikodi,1103786,1103786,3.3146213422496,"LINESTRING (74.38842773265294 16.39393078977543, 74.36645508721395 16.415008983812235)"
6,24,30,24,1.897366596101,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773265294 16.39393078977543, 74.38842773129022 16.41500898113066)"
3.2,11.8,15,25,0.86454916313328,Walwa,Walwa,1103105,1103105,2.3361766418253,"LINESTRING (74.38842773536584 17.025272390720737, 74.36645509133395 17.02527239351139)"
-1.8,15.8,14,-10.714285714286,-0.830278087226,Chikodi,Chikodi,1103786,1103786,2.3440452781794,"LINESTRING (74.38842773575045 16.372850317224415, 74.38842773265294 16.39393078977543)"
0.4,10.6,11,3.448275862069,0.12777531299999,Hatkanangle,Hatkanangle,1103094,1103094,3.3110109688201,"LINESTRING (74.38842774093071 16.60460960781876, 74.41040039024301 16.62566483910707)"
-5.8,15.8,10,-34.52380952381,-1.3985041842942,Bhudargad,Bhudargad,1103100,1103100,2.3449310711967,"LINESTRING (74.12475586279929 16.30959523460176, 74.14672851905097 16.30959523460176)"
-6,16,10,-35.294117647059,-1.2649110640674,Walwa,Walwa,1103105,1103105,2.3370944199263,"LINESTRING (74.41040038429882 16.941214665158228, 74.41040039069352 16.96223262723729)"
-3.6,13.6,10,-24.657534246575,-1.563740073947,Walwa,Miraj,1103105,1103111,18.847514885736,"LINESTRING (74.41040038429882 16.941214665158228, 74.56420898301705 16.857119361292995)"
2.2,11.8,14,17.1875,0.55522991163758,Palus,Palus,1103106,1103106,2.3353910084258,"LINESTRING (74.41040038537625 17.08829092090766, 74.43237305385979 17.088290923712343)"
1.6,11.4,13,12.903225806452,0.57289189923155,Hatkanangle,Hatkanangle,1103094,1103094,2.3396929361813,"LINESTRING (74.41040038844578 16.751947631981288, 74.41040039762757 16.730906300920786)"
6.2,20.8,27,28.440366972477,0.99025867574991,Hatkanangle,Hatkanangle,1103094,1103094,2.3411103943116,"LINESTRING (74.41040039024301 16.62566483910707, 74.38842773398454 16.62566483910707)"
0.8,23.2,24,3.3057851239669,0.11347803127253,Walwa,Walwa,1103105,1103105,2.3370944199263,"LINESTRING (74.41040039069352 16.96223262723729, 74.41040038429882 16.941214665158228)"
-0.6,13.6,13,-4.1095890410959,-0.16452254913212,Hatkanangle,Hatkanangle,1103094,1103094,2.3412385734193,"LINESTRING (74.41040039719302 16.60460960781876, 74.41040039024301 16.62566483910707)"
0.6,25.4,26,2.2727272727273,0.12705706496629,Hatkanangle,Hatkanangle,1103094,1103094,3.3095557825853,"LINESTRING (74.43237304480623 16.709862642677113, 74.45434569638181 16.688816664929178)"
3.8,33.2,37,11.111111111111,0.64508784559179,Hatkanangle,Hatkanangle,1103094,1103094,2.3400805798476,"LINESTRING (74.43237304480623 16.709862642677113, 74.45434570104558 16.709862642679674)"
8,46,54,17.021276595745,1.9694638556693,Hatkanangle,Hatkanangle,1103094,1103094,2.3403371663916,"LINESTRING (74.43237305232763 16.6888166676634, 74.45434569638181 16.688816664929178)"
7.4,12.6,20,54.411764705882,2.7388628777311,Palus,Palus,1103106,1103106,2.3353910084258,"LINESTRING (74.43237305385979 17.088290923712343, 74.41040038537625 17.08829092090766)"
1.6,15.4,17,9.7560975609756,0.3090669637145,Palus,Palus,1103106,1103106,2.33538970719,"LINESTRING (74.43237305385979 17.088290923712343, 74.45434571010072 17.088290923714908)"
-1.8,16.8,15,-10.112359550562,-0.38640491166698,Palus,Palus,1103106,1103106,2.3352576408335,"LINESTRING (74.45434569457369 17.10929236726866, 74.45434571010072 17.088290923714908)"
-6.4,19.4,13,-31.372549019608,-2.0444050079998,Hatkanangle,Karvir,1103094,1103096,23.51881321098,"LINESTRING (74.45434569638181 16.688816664929178, 74.23461913854958 16.709862642679674)"
-3,15,12,-18.75,-0.97332852678458,Hatkanangle,Karvir,1103094,1103096,23.403382185181,"LINESTRING (74.45434569638181 16.688816664929178, 74.2346191460665 16.68881666766596)"
3.4,21.6,25,15.044247787611,1.6396255953794,Hatkanangle,Hatkanangle,1103094,1103094,3.3095557825854,"LINESTRING (74.45434569638181 16.688816664929178, 74.43237304480623 16.709862642677113)"
8.8,46.2,55,18.64406779661,1.3236450427116,Hatkanangle,Hatkanangle,1103094,1103094,2.3403371663916,"LINESTRING (74.45434569638181 16.688816664929178, 74.43237305232763 16.6888166676634)"
-14.6,139.6,125,-10.384068278805,-1.5034777640732,Hatkanangle,Hatkanangle,1103094,1103094,2.3402096253458,"LINESTRING (74.45434569638181 16.688816664929178, 74.45434570104558 16.709862642679674)"
-21,45,24,-45.652173913043,-2.8982753492379,Hatkanangle,Hatkanangle,1103094,1103094,2.3404669975616,"LINESTRING (74.45434569638181 16.688816664929178, 74.45434570650006 16.66776837257837)"
-9,49,40,-18,-2.4494897427832,Hatkanangle,Hatkanangle,1103094,1103094,3.309556486594,"LINESTRING (74.45434569638181 16.688816664929178, 74.47631835730543 16.709862642677113)"
-7.4,20.4,13,-34.579439252336,-1.312254768944,Hatkanangle,Hatkanangle,1103094,1103094,3.3099211365742,"LINESTRING (74.45434569638181 16.688816664929178, 74.47631836274958 16.667768372580287)"
31.2,162.8,194,19.047619047619,2.4924135049727,Hatkanangle,Hatkanangle,1103094,1103094,2.3403397652516,"LINESTRING (74.45434569638181 16.688816664929178, 74.47631836483579 16.68881666766596)"
-5.6,31.6,26,-17.177914110429,-1.1993882232587,Hatkanangle,Hatkanangle,1103094,1103094,2.3400805798476,"LINESTRING (74.45434570104558 16.709862642679674, 74.43237304480623 16.709862642677113)"
-1.2,12.2,11,-9.0909090909091,-0.27749837403773,Hatkanangle,Hatkanangle,1103094,1103094,3.3095553525803,"LINESTRING (74.45434570104558 16.709862642679674, 74.43237305232763 16.6888166676634)"
23.4,167.6,191,13.879003558719,2.0499517992199,Hatkanangle,Hatkanangle,1103094,1103094,2.3402096253458,"LINESTRING (74.45434570104558 16.709862642679674, 74.45434569638181 16.688816664929178)"
-6.4,25.4,19,-24.242424242424,-1.1090671891414,Hatkanangle,Hatkanangle,1103094,1103094,2.3399517069806,"LINESTRING (74.45434570104558 16.709862642679674, 74.45434571012245 16.730906300918225)"
0.8,43.2,44,1.8099547511312,0.29814239699997,Hatkanangle,Hatkanangle,1103094,1103094,2.3400805820304,"LINESTRING (74.45434570104558 16.709862642679674, 74.47631835730543 16.709862642677113)"
-18,43,25,-40.909090909091,-2.8284271247462,Hatkanangle,Hatkanangle,1103094,1103094,3.3095564874839,"LINESTRING (74.45434570104558 16.709862642679674, 74.47631836483579 16.68881666766596)"
10.6,49.4,60,21.031746031746,4,Hatkanangle,Hatkanangle,1103094,1103094,2.3404669975616,"LINESTRING (74.45434570650006 16.66776837257837, 74.45434569638181 16.688816664929178)"
6.6,13.4,20,45.833333333333,4,Palus,Palus,1103106,1103106,2.33538970719,"LINESTRING (74.45434571010072 17.088290923714908, 74.43237305385979 17.088290923712343)"
2.8,14.2,17,18.421052631579,0.89902581869511,Palus,Palus,1103106,1103106,2.3352576408335,"LINESTRING (74.45434571010072 17.088290923714908, 74.45434569457369 17.10929236726866)"
-3.2,29.2,26,-10.596026490066,-0.43872679768567,Hatkanangle,Hatkanangle,1103094,1103094,2.3399517069806,"LINESTRING (74.45434571012245 16.730906300918225, 74.45434570104558 16.709862642679674)"
5.8,39.2,45,14.427860696517,0.94462039587746,Gadhinglaj,Hukeri,1103102,1103790,2.3455617421752,"LINESTRING (74.47631835310371 16.246319709159394, 74.47631836468595 16.26741381957736)"
3.6,13.4,17,25,0.68900310211586,Hatkanangle,Hatkanangle,1103094,1103094,5.2325791810949,"LINESTRING (74.47631835415905 16.73090629817935, 74.45434569638181 16.688816664929178)"
9.2,23.8,33,37.096774193548,2.3597502097959,Hatkanangle,Hatkanangle,1103094,1103094,2.339951402715,"LINESTRING (74.47631835415905 16.73090629817935, 74.47631835730543 16.709862642677113)"
-0.6,10.6,10,-5.1724137931034,-0.23904572186688,Hatkanangle,Shirol,1103094,1103095,2.3398237104392,"LINESTRING (74.47631835415905 16.73090629817935, 74.49829102262757 16.730906300920786)"
-9.4,70.4,61,-13.165266106443,-1.5710367355925,Hatkanangle,Hatkanangle,1103094,1103094,3.309556486594,"LINESTRING (74.47631835730543 16.709862642677113, 74.45434569638181 16.688816664929178)"
1.8,51.2,53,3.448275862069,0.25033826245296,Hatkanangle,Hatkanangle,1103094,1103094,2.3400805820304,"LINESTRING (74.47631835730543 16.709862642677113, 74.45434570104558 16.709862642679674)"
1,19,20,5,0.21081851067789,Hatkanangle,Hatkanangle,1103094,1103094,2.339951402715,"LINESTRING (74.47631835730543 16.709862642677113, 74.47631835415905 16.73090629817935)"
10.8,54.2,65,19.565217391304,1.8203396286508,Hatkanangle,Hatkanangle,1103094,1103094,2.3402093207438,"LINESTRING (74.47631835730543 16.709862642677113, 74.47631836483579 16.68881666766596)"
-9.8,23.8,14,-39.516129032258,-4,Hatkanangle,Hatkanangle,1103094,1103094,3.309921136574,"LINESTRING (74.47631836274958 16.667768372580287, 74.45434569638181 16.688816664929178)"
-8.2,37.2,29,-21.465968586387,-1.4125339732266,Hatkanangle,Hatkanangle,1103094,1103094,2.3404673016652,"LINESTRING (74.47631836274958 16.667768372580287, 74.47631836483579 16.68881666766596)"
-2.2,25.2,23,-8.3969465648855,-1.1437255388021,Hukeri,Gadhinglaj,1103790,1103102,2.3455617421752,"LINESTRING (74.47631836468595 16.26741381957736, 74.47631835310371 16.246319709159394)"
10.8,20.2,31,50.943396226415,2.6041112397202,Hukeri,Hukeri,1103790,1103790,2.3454342697488,"LINESTRING (74.47631836468595 16.26741381957736, 74.49829100876295 16.267413816919113)"
3.2,15.8,19,19.047619047619,1.285150926244,Hukeri,Hukeri,1103790,1103790,3.3171241804145,"LINESTRING (74.47631836468595 16.26741381957736, 74.49829100934923 16.246319709159394)"
29.2,157.8,187,18.387909319899,1.6356554298763,Hatkanangle,Hatkanangle,1103094,1103094,2.3403397652516,"LINESTRING (74.47631836483579 16.68881666766596, 74.45434569638181 16.688816664929178)"
3.2,31.8,35,9.7560975609756,0.47336035098204,Hatkanangle,Hatkanangle,1103094,1103094,3.3095564874839,"LINESTRING (74.47631836483579 16.68881666766596, 74.45434570104558 16.709862642679674)"
15,38,53,38.461538461538,1.5990053726671,Hatkanangle,Hatkanangle,1103094,1103094,2.3402093207438,"LINESTRING (74.47631836483579 16.68881666766596, 74.47631835730543 16.709862642677113)"
-6.8,29.8,23,-22.077922077922,-1.551880579598,Hatkanangle,Hatkanangle,1103094,1103094,2.3404673016652,"LINESTRING (74.47631836483579 16.68881666766596, 74.47631836274958 16.667768372580287)"
-5.4,34.4,29,-15.254237288136,-1.0335046531738,Hukeri,Hukeri,1103790,1103790,2.3454342697488,"LINESTRING (74.49829100876295 16.267413816919113, 74.47631836468595 16.26741381957736)"
-5.6,21.6,16,-24.778761061947,-4,Hukeri,Hukeri,1103790,1103790,3.3171241804147,"LINESTRING (74.49829100934923 16.246319709159394, 74.47631836468595 16.26741381957736)"
1.4,12.6,14,10.294117647059,0.39131189606246,Shirol,Hatkanangle,1103095,1103094,2.3398237104392,"LINESTRING (74.49829102262757 16.730906300920786, 74.47631835415905 16.73090629817935)"
-3,13,10,-21.428571428571,-0.86602540378444,Bhudargad,Bhudargad,1103100,1103100,2.3448047706175,"LINESTRING (74.14672851905097 16.30959523460176, 74.14672852134174 16.330682537421644)"
4,11,15,33.333333333333,1.5689290811055,Shirol,Shirol,1103095,1103095,3.3080941935958,"LINESTRING (74.5422363212483 16.79402331760615, 74.5642089810401 16.77298663918313)"
