Difference,"Baseline: People Moving","Crisis: People Moving","Percent Change","Standard (Z) Score","Starting Region Name","Ending Region Name","Starting Location","Ending Location",Length(km),Geometry
-0.2,11.2,11,-1.6393442622951,-0.064216129906793,Shahuwadi,Shahuwadi,1103092,1103092,2.3374846751539,"LINESTRING (73.9270019526117 16.92019435704662, 73.94897459672352 16.920194354265664)"
-5,21,16,-22.727272727273,-1.2309149097933,Kagal,Kagal,1103099,1103099,2.3416235713011,"LINESTRING (74.30053710606016 16.583552065207467, 74.3225097622968 16.583552065207467)"
-11,22,11,-47.826086956522,-2.3190036174568,Karvir,Karvir,1103096,1103096,7.0202417151846,"LINESTRING (74.30053710730607 16.709862642677113, 74.23461913854958 16.709862642679674)"
-3.2,17.2,14,-17.582417582418,-0.73999566410061,Karvir,Karvir,1103096,1103096,7.4003915102002,"LINESTRING (74.30053710730607 16.709862642677113, 74.2346191460665 16.68881666766596)"
-3,39,36,-7.5,-0.52623481158422,Karvir,Karvir,1103096,1103096,4.6801611555835,"LINESTRING (74.30053710730607 16.709862642677113, 74.25659179479918 16.709862642677113)"
-19.4,47.4,28,-40.082644628099,-3.17648869492,Karvir,Karvir,1103096,1103096,2.340080580666,"LINESTRING (74.30053710730607 16.709862642677113, 74.27856445105903 16.709862642679674)"
-2.6,13.6,11,-17.808219178082,-1.2538313376431,Karvir,Hatkanangle,1103096,1103094,3.3091906246299,"LINESTRING (74.30053710730607 16.709862642677113, 74.27856446010452 16.730906300920786)"
-15,35,20,-41.666666666667,-4,Karvir,Hatkanangle,1103096,1103094,2.339951403,"LINESTRING (74.30053710730607 16.709862642677113, 74.30053710418659 16.73090629818191)"
-5,28,23,-17.241379310345,-1.0783277320344,Karvir,Karvir,1103096,1103096,2.340080580937,"LINESTRING (74.30053710730607 16.709862642677113, 74.32250976355566 16.709862642677113)"
3.8,14.2,18,25,1.0879368351963,Hatkanangle,Hatkanangle,1103094,1103094,2.3385272490397,"LINESTRING (74.30053710778988 16.836089682205852, 74.3225097640471 16.83608968220265)"
1.6,11.4,13,12.903225806452,0.43070552164653,Karvir,Karvir,1103096,1103096,2.3403384663502,"LINESTRING (74.30053711482363 16.6888166676634, 74.27856445856443 16.68881666766596)"
-6.8,33.8,27,-19.540229885057,-1.8371669716582,Kagal,Kagal,1103099,1103099,2.3416235713011,"LINESTRING (74.3225097622968 16.583552065207467, 74.30053710606016 16.583552065207467)"
13.8,27.2,41,48.936170212766,2.9624376561135,Kagal,Kagal,1103099,1103099,2.3417514392543,"LINESTRING (74.3225097622968 16.583552065207467, 74.32250977028166 16.562492221613134)"
7,38,45,17.948717948718,1.0801234497346,Hatkanangle,Hatkanangle,1103094,1103094,2.3385272490397,"LINESTRING (74.3225097640471 16.83608968220265, 74.30053710778988 16.836089682205852)"
8.4,10.6,19,72.413793103448,2.2213207184614,Hatkanangle,Hatkanangle,1103094,1103094,2.3383972941809,"LINESTRING (74.3225097640471 16.83608968220265, 74.32250976427578 16.857119361292995)"
3.6,11.4,15,29.032258064516,1.0062305898749,Kagal,Kagal,1103099,1103099,2.3417514392543,"LINESTRING (74.32250977028166 16.562492221613134, 74.3225097622968 16.583552065207467)"
0,13,13,0,0,Hatkanangle,Hatkanangle,1103094,1103094,2.3413697234289,"LINESTRING (74.344482404084 16.60460960237917, 74.3664550846991 16.60460960781876)"
-0.8,11.8,11,-6.25,-0.28829998806258,Gadhinglaj,Gadhinglaj,1103102,1103102,2.34581337245,"LINESTRING (74.34448241773784 16.22522333843738, 74.34448242776406 16.246319711817225)"
-4.8,16.8,12,-26.966292134831,-2.2140748992693,Karvir,Kagal,1103096,1103099,5.2354569350848,"LINESTRING (74.3444824336581 16.625664841833036, 74.3225097622968 16.583552065207467)"
1.2,10.8,12,10.169491525424,1.4342743312013,Karvir,Karvir,1103096,1103096,2.3409816245862,"LINESTRING (74.3444824336581 16.625664841833036, 74.3444824238883 16.646717762328603)"
3.4,15.6,19,20.481927710843,2.9819972656439,Chikodi,Chikodi,1103786,1103786,2.3439185905548,"LINESTRING (74.36645507640254 16.393930789777983, 74.38842773265294 16.39393078977543)"
-0.2,17.2,17,-1.0989010989011,-0.15339299776947,Hatkanangle,Hatkanangle,1103094,1103094,2.3413697234289,"LINESTRING (74.3664550846991 16.60460960781876, 74.344482404084 16.60460960237917)"
5.8,11.2,17,47.540983606557,2.5434682559904,Chikodi,Chikodi,1103786,1103786,3.3146213422496,"LINESTRING (74.36645508721395 16.415008983812235, 74.38842773265294 16.39393078977543)"
-4.8,21.8,17,-21.052631578947,-1.0074611523867,Walwa,Walwa,1103105,1103105,2.3361766418253,"LINESTRING (74.36645509133395 17.02527239351139, 74.38842773536584 17.025272390720737)"
4.4,18.6,23,22.448979591837,2.1218684175498,Chikodi,Chikodi,1103786,1103786,2.3437916203833,"LINESTRING (74.38842773129022 16.41500898113066, 74.38842773265294 16.39393078977543)"
